"full_path","source_root","relative_path","name","extension","size_bytes","size_mb","modified_time","sheet_count","approx_rows","approx_columns","encoding","possible_source","probable_content","key_variables_identified","thematic_category","potential_utility","status","compressed_entry_count","compressed_entry_extensions","observations"
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_06_control_calidad_baci_panel.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_06_control_calidad_baci_panel.csv","QC_06_control_calidad_baci_panel.csv",".csv","228","0","2026-06-16T16:39:14",,"1","13","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; n_iso3c; paises_sin_iso3","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_07_duplicados_originales.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_07_duplicados_originales.csv","QC_07_duplicados_originales.csv",".csv","21","0","2026-06-16T16:39:14",,,"4","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Could not estimate rows from sample. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_08_duplicados_detalle.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_08_duplicados_detalle.csv","QC_08_duplicados_detalle.csv",".csv","230","0","2026-06-16T16:39:14",,,"16","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; country_name_baci; country_code_baci; year; exports_value; imports_value; trade_total; trade_balance; exports_quantity; imports_quantity; n_export_destinations; n_import_origins; n_export_products; n_import_products","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Could not estimate rows from sample. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_09_duplicados_finales.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_09_duplicados_finales.csv","QC_09_duplicados_finales.csv",".csv","21","0","2026-06-16T16:39:14",,,"4","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Could not estimate rows from sample. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_10_auditoria_aleatoria_valores.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_10_auditoria_aleatoria_valores.csv","QC_10_auditoria_aleatoria_valores.csv",".csv","7132","0.007","2026-06-16T16:39:15",,"100","9","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; year; country_code_baci; indicator","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_11_resumen_auditoria_aleatoria.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_11_resumen_auditoria_aleatoria.csv","QC_11_resumen_auditoria_aleatoria.csv",".csv","86","0","2026-06-16T16:39:15",,"1","4","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_12_valores_nan_inf.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_12_valores_nan_inf.csv","QC_12_valores_nan_inf.csv",".csv","106","0","2026-06-16T16:39:15",,,"9","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; year; country_code_baci; country_name_baci; indicator; value","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Could not estimate rows from sample. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_13_valores_negativos_revisar.csv","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_13_valores_negativos_revisar.csv","QC_13_valores_negativos_revisar.csv",".csv","106","0","2026-06-16T16:39:15",,,"9","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; country; iso3c; year; country_code_baci; country_name_baci; indicator; value","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","","Could not estimate rows from sample. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_01_paises_por_anio.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_01_paises_por_anio.png","QC_IMG_01_paises_por_anio.png",".png","92028","0.088","2026-06-16T16:39:21",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_02_observaciones_por_anio.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_02_observaciones_por_anio.png","QC_IMG_02_observaciones_por_anio.png",".png","62201","0.059","2026-06-16T16:39:22",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_03_cobertura_pais.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_03_cobertura_pais.png","QC_IMG_03_cobertura_pais.png",".png","807332","0.77","2026-06-16T16:39:25",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_04_trade_global.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_04_trade_global.png","QC_IMG_04_trade_global.png",".png","165702","0.158","2026-06-16T16:39:29",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; qc_img_04_trade_global","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_05_top20_trade_total.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_05_top20_trade_total.png","QC_IMG_05_top20_trade_total.png",".png","124431","0.119","2026-06-16T16:39:32",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year; qc_img_05_top20_trade_total","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_06_resumen_calidad.png","${DATA_PART_I}","10_CEPII Gravity\BACI_HS02_V202601\output_country_year\quality_control\QC_IMG_06_resumen_calidad.png","QC_IMG_06_resumen_calidad.png",".png","88277","0.084","2026-06-16T16:39:34",,,,"","BACI/CEPII candidate","Likely code dictionary, classifier, metadata, or concordance.","baci_hs02_v202601; output_country_year","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Countries_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Countries_V202211.csv","Countries_V202211.csv",".csv","14954","0.014","2026-06-11T18:03:17",,"252","12","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","country_id; iso3; iso3num; country; countrylong; first_year; last_year; countrygroup_iso3; countrygroup_iso3num; iso2; heg_iso3_2020; heg_iso3num_2020","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Gravity_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Gravity_V202211.csv","Gravity_V202211.csv",".csv","1251418200","1193.445","2026-06-11T18:03:26",,"6148630","87","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely country-product-year export or trade records.","year; country_id_o; country_id_d; iso3_o; iso3_d; iso3num_o; iso3num_d; country_exists_o; country_exists_d; col_dep_end_year; sever_year; gdp_o; gdp_d; gdpcap_o; gdpcap_d; gdp_source_o; gdp_source_d; gdp_ppp_o; gdp_ppp_d; gdpcap_ppp_o; gdpcap_ppp_d; gdp_ppp_pwt_o; gdp_ppp_pwt_d; entry_time_o; entry_time_d; tradeflow_comtrade_o; tradeflow_comtrade_d; tradeflow_baci; manuf_tradeflow_baci; tradeflow_imf_o; tradeflow_imf_d","exports by product","high: candidate for trade-country-product-year construction","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_gdp_source_d_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_gdp_source_d_V202211.csv","Label_gdp_source_d_V202211.csv",".csv","65","0","2026-06-11T18:03:26",,"3","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely GDP or national accounts series.","label_gdp_source_d_v202211; gdp_source_d; gdp_source_d_lbl","GDP","medium to high: candidate for country-year panel","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_gdp_source_o_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_gdp_source_o_V202211.csv","Label_gdp_source_o_V202211.csv",".csv","65","0","2026-06-11T18:03:26",,"3","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Likely GDP or national accounts series.","label_gdp_source_o_v202211; gdp_source_o; gdp_source_o_lbl","GDP","medium to high: candidate for country-year panel","possibly useful","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_legal_new_d_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_legal_new_d_V202211.csv","Label_legal_new_d_V202211.csv",".csv","59","0","2026-06-11T18:03:26",,"5","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_legal_new_o_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_legal_new_o_V202211.csv","Label_legal_new_o_V202211.csv",".csv","59","0","2026-06-11T18:03:26",,"5","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_legal_old_d_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_legal_old_d_V202211.csv","Label_legal_old_d_V202211.csv",".csv","59","0","2026-06-11T18:03:26",,"5","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_legal_old_o_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_legal_old_o_V202211.csv","Label_legal_old_o_V202211.csv",".csv","59","0","2026-06-11T18:03:26",,"5","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_pop_source_d_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_pop_source_d_V202211.csv","Label_pop_source_d_V202211.csv",".csv","65","0","2026-06-11T18:03:26",,"3","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_pop_source_o_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_pop_source_o_V202211.csv","Label_pop_source_o_V202211.csv",".csv","65","0","2026-06-11T18:03:26",,"3","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_rta_coverage_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_rta_coverage_V202211.csv","Label_rta_coverage_V202211.csv",".csv","72","0","2026-06-11T18:03:26",,"3","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_csv_V202211\Label_rta_type_V202211.csv","${DATA_PART_I}","10_CEPII Gravity\Gravity_csv_V202211\Label_rta_type_V202211.csv","Label_rta_type_V202211.csv",".csv","81","0","2026-06-11T18:03:26",,"6","2","unknown or UTF-8 without BOM","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ,."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_dta_V202211\Countries_V202211.dta","${DATA_PART_I}","10_CEPII Gravity\Gravity_dta_V202211\Countries_V202211.dta","Countries_V202211.dta",".dta","52083","0.05","2026-06-11T18:03:26",,,,"","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","timestamp; country_id; iso3; iso3num; country; _iso3; countrylong","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_I}\10_CEPII Gravity\Gravity_dta_V202211\Gravity_V202211.dta","${DATA_PART_I}","10_CEPII Gravity\Gravity_dta_V202211\Gravity_V202211.dta","Gravity_V202211.dta",".dta","1395768161","1331.108","2026-06-11T18:03:36",,,,"","BACI/CEPII candidate","Content inferred from file name and sampled fields only.","timestamp; year; country_id_o; country_id_d; iso3_o; iso3_d; iso3num_o; iso3num_d; country_exists_o; country_exists_d","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
